Flavor Intensity,Texture Complexity,Spice Profile[0:Mild 1:Medium 2:Balanced 3:Spicy],Freshness Index,Culinary Technique Score,Aroma Richness[0:Low 1:High 2:Moderate 3:Very High],Tastiness
9,4,1,6,8,2,-5.838000000000001
6,3,2,7,10,1,8.697000000000003
6,2,3,6,7,1,-0.4159999999999987
8,3,1,8,9,0,1.0610000000000035
10,3,2,10,9,0,-4.477999999999998
6,5,2,10,8,1,14.647000000000004
10,1,0,8,7,1,-15.765000000000002
6,2,0,6,9,3,2.493
9,3,2,6,10,1,-4.793999999999999
9,4,0,9,9,2,0.14700000000000002
7,2,3,7,8,3,-2.4529999999999963
7,1,2,8,7,2,-4.5789999999999935
6,2,1,9,6,2,1.9570000000000023
9,2,3,10,6,1,-8.690999999999997
7,2,2,9,6,0,-1.2649999999999952
6,2,0,7,7,0,2.0980000000000008
7,5,1,7,6,1,3.387000000000004
10,2,1,6,8,1,-14.500000000000002
8,5,3,6,7,0,-0.27699999999999747
6,5,3,7,6,3,5.982000000000001
9,1,3,7,6,0,-14.868000000000002
10,4,1,6,10,1,-6.056000000000003
7,5,1,6,8,1,5.321000000000003
10,5,1,8,9,0,-1.8810000000000002
6,5,0,8,10,2,15.112000000000002
10,2,0,7,10,0,-9.095999999999997
7,2,1,8,8,1,0.36500000000000365
10,4,3,9,8,1,-5.659999999999998
10,1,2,7,7,3,-18.583000000000002
6,1,3,10,7,1,2.512000000000006
8,4,2,8,9,0,3.4200000000000017
6,3,2,9,7,3,5.457000000000004
7,4,3,8,10,2,7.878000000000004
9,2,2,8,8,0,-7.408999999999999
7,5,3,10,7,1,8.745000000000006
7,2,2,9,8,3,0.5040000000000044
10,5,1,9,7,3,-5.353999999999999
8,4,1,9,9,0,5.003000000000002
8,1,3,7,8,0,-7.520999999999994
10,4,1,9,8,1,-5.241999999999999
9,5,2,10,8,0,3.043000000000003
10,1,1,9,7,3,-15.626000000000007
8,2,2,10,7,3,-3.8149999999999964
7,4,1,6,9,1,4.407000000000002
8,5,0,6,10,3,3.773000000000001
8,4,0,8,6,1,-1.6369999999999987
9,5,0,6,7,1,-4.202
8,3,0,8,9,1,0.7570000000000031
6,4,1,7,6,1,4.858000000000002
10,2,0,6,10,0,-10.469999999999999
9,3,2,9,7,1,-5.633999999999999
9,5,0,9,8,1,1.5740000000000016
10,3,2,9,7,3,-10.699
8,5,1,9,7,1,3.7500000000000036
6,1,3,10,7,2,1.9990000000000057
10,2,0,10,7,2,-10.961999999999996
10,2,2,7,9,0,-11.167999999999996
6,5,0,6,6,3,5.235000000000001
7,1,2,6,7,3,-7.8399999999999945
7,1,0,6,6,2,-8.562999999999995
7,2,3,7,8,2,-1.9399999999999962
10,5,0,7,6,2,-9.034000000000002
6,1,0,8,8,0,2.5580000000000034
8,5,3,6,8,1,0.8640000000000024
8,4,1,10,6,1,0.9020000000000027
9,4,3,7,9,0,-2.2020000000000017
7,4,1,8,9,0,7.668000000000003
7,1,3,10,10,0,3.9480000000000075
9,2,0,9,9,0,-3.9629999999999974
8,4,0,9,8,3,2.0190000000000015
10,1,1,10,9,2,-10.431000000000004
10,5,1,7,6,3,-9.755999999999998
7,3,1,6,7,0,-0.955999999999996
10,3,3,7,7,0,-12.117
10,3,1,9,9,3,-7.182000000000004
7,3,1,9,6,3,-0.026999999999994362
7,1,3,8,9,1,-0.9669999999999935
7,2,0,10,10,1,6.630000000000004
9,1,3,9,8,2,-9.838000000000005
7,3,1,6,8,2,-0.3279999999999961
7,4,3,8,7,3,2.4030000000000036
6,3,2,10,6,2,5.690000000000005
9,3,2,10,8,1,-2.6059999999999963
10,4,1,9,10,2,-2.446999999999999
7,1,1,8,7,2,-4.369999999999994
8,5,3,8,9,3,4.240000000000004
8,5,3,9,6,1,1.6780000000000044
6,4,2,9,10,2,13.500000000000004
6,4,2,10,9,3,12.707000000000004
10,2,1,10,8,0,-8.491
7,2,3,8,6,1,-3.3609999999999953
9,2,0,7,8,2,-9.391000000000002
10,2,0,9,6,3,-14.502999999999998
6,4,3,6,7,2,4.207000000000001
6,1,0,7,6,3,-3.662999999999997
10,3,1,10,6,1,-9.744000000000002
6,2,0,9,6,1,2.679000000000002
6,1,2,7,7,1,-1.4009999999999962
8,3,1,10,9,1,3.2960000000000047
6,5,0,7,10,0,14.764000000000001
8,5,1,8,10,2,6.825000000000003
9,2,1,10,9,0,-2.7979999999999983
6,4,2,6,10,2,9.378000000000002
8,5,3,6,8,3,-0.1619999999999977
8,4,1,10,6,2,0.3890000000000027
7,3,0,7,7,2,-0.3989999999999958
10,5,2,10,8,1,-1.5089999999999986
8,1,1,7,7,1,-9.269999999999994
8,1,0,7,8,0,-6.893999999999998
10,2,1,9,9,0,-8.211000000000002
10,3,0,10,8,0,-5.713999999999999
8,4,3,6,10,3,0.5780000000000007
10,5,0,10,10,2,1.7040000000000004
10,2,2,7,9,1,-11.680999999999996
10,3,2,9,8,2,-8.532
7,1,3,8,7,2,-4.787999999999993
9,3,1,6,7,3,-10.572999999999999
10,3,1,10,8,2,-6.949000000000002
8,3,0,10,9,1,3.5050000000000043
9,1,3,6,10,3,-11.165000000000004
10,3,1,10,9,2,-5.295000000000002
6,2,1,8,9,2,5.545000000000002
6,5,1,9,8,3,12.456000000000003
9,1,1,7,10,1,-8.347000000000003
9,3,2,7,6,3,-11.061999999999996
9,2,1,6,9,1,-8.807
8,4,2,7,9,2,1.0200000000000011
8,4,3,6,7,0,-2.844999999999999
8,2,1,7,8,0,-4.534999999999997
9,5,0,6,10,3,-0.26600000000000046
10,4,3,7,7,3,-11.088000000000003
8,1,0,7,9,3,-6.778999999999998
8,3,2,9,8,1,0.05900000000000449
9,1,3,8,10,0,-6.878000000000004
8,4,1,7,9,2,1.2290000000000008
7,2,1,6,7,2,-4.549999999999997
7,3,0,6,6,2,-3.426999999999996
7,3,3,8,9,3,3.1430000000000056
7,1,0,7,10,0,0.45300000000000296
8,3,2,9,10,0,3.8800000000000043
8,5,0,7,6,1,-0.44299999999999795
6,3,3,10,10,0,13.123000000000005
8,4,1,9,9,3,3.4640000000000017
6,3,1,10,6,1,6.412000000000004
6,4,2,10,6,2,8.258000000000004
8,3,0,10,6,2,-1.9699999999999955
10,3,2,7,7,1,-12.420999999999998
9,5,0,6,9,2,-1.4070000000000003
6,4,2,6,8,2,6.070000000000002
8,4,3,8,7,2,-1.1229999999999978
9,3,3,10,9,0,-0.6479999999999961
7,5,2,10,9,1,12.262000000000006
10,5,0,9,8,2,-2.9779999999999998
8,5,0,10,8,3,5.961000000000004
10,1,0,10,7,2,-13.530000000000001
7,2,1,7,9,2,0.132000000000003
8,1,1,10,9,0,-1.3269999999999946
7,4,3,7,8,1,3.709000000000003
9,3,1,7,7,2,-8.686
6,3,2,6,7,1,2.3610000000000024
8,1,3,8,8,0,-6.146999999999995
9,1,0,9,7,2,-10.865000000000002
9,5,1,7,7,2,-3.549999999999999
7,4,1,9,6,0,4.080000000000004
8,5,2,7,7,2,0.2800000000000027
8,3,3,9,10,2,2.645000000000005
7,4,3,10,10,2,10.626000000000005
6,4,2,9,8,1,10.705000000000004
9,3,0,8,6,3,-9.269999999999998
9,4,2,6,6,0,-8.329
10,5,2,8,6,3,-8.591
6,4,3,8,7,3,6.442000000000002
9,4,1,7,10,3,-1.6690000000000027
9,2,2,10,9,1,-3.519999999999998
9,4,1,10,8,2,-0.34199999999999897
7,3,2,7,9,2,2.491000000000005
9,3,0,8,9,1,-3.2819999999999983
8,5,3,10,8,3,5.334000000000005
10,5,1,10,7,1,-2.953999999999999
7,2,0,8,6,0,-2.2209999999999965
9,3,1,7,10,0,-2.6980000000000004
8,1,1,8,9,2,-5.1009999999999955
8,3,3,10,10,0,5.045000000000005
6,1,1,10,8,2,4.071000000000005
9,1,1,6,6,2,-16.850000000000005
6,4,1,10,9,0,14.455000000000004
6,4,2,9,6,1,7.397000000000004
7,3,1,9,6,0,1.5120000000000058
9,5,3,10,8,0,2.834000000000003
8,2,0,6,7,2,-8.379999999999999
7,5,2,6,10,3,7.394000000000004
7,1,2,10,8,3,-0.6899999999999928
6,1,1,10,8,0,5.097000000000005
7,4,1,7,9,1,5.781000000000002
7,4,2,6,8,2,2.0310000000000024
9,2,3,6,10,2,-8.084
8,3,2,7,10,1,0.6190000000000032
6,3,0,6,9,3,5.061000000000002
10,5,3,9,9,1,-1.4379999999999988
9,1,0,8,8,0,-9.559000000000001
7,1,2,9,9,3,-0.4099999999999935
9,2,1,8,7,3,-10.392999999999999
6,4,0,6,10,3,9.283000000000001
7,2,1,7,9,0,1.158000000000003
6,4,2,10,10,3,14.361000000000004
7,5,1,8,10,3,10.351000000000004
10,1,3,6,6,3,-21.820000000000007
8,4,2,6,9,0,0.6720000000000006
10,1,2,7,10,0,-12.082
10,4,2,9,6,0,-8.246000000000002
8,5,3,8,8,0,4.1250000000000036
8,2,1,10,9,1,0.7280000000000032
8,1,0,7,10,2,-4.611999999999998
6,2,0,6,9,2,3.0060000000000002
10,5,3,9,9,1,-1.4379999999999988
6,3,3,8,6,0,3.759000000000004
9,1,3,7,6,2,-15.894000000000002
9,5,0,10,10,1,6.256000000000002
10,5,2,10,7,1,-3.1629999999999985
7,2,0,6,7,3,-4.853999999999997
7,3,0,9,7,0,3.3750000000000053
7,1,1,10,10,3,2.8270000000000066
8,5,3,8,8,3,2.5860000000000034
6,1,3,7,9,0,2.211000000000004
7,4,3,8,8,0,5.596000000000004
9,2,2,10,7,1,-6.827999999999998
6,2,1,6,8,3,0.6300000000000003
6,4,1,10,10,1,15.596000000000002
6,3,1,9,6,1,5.038000000000004
7,2,1,9,7,0,0.5980000000000043
7,3,1,10,8,0,6.194000000000006
9,1,1,9,8,2,-9.420000000000005
9,5,3,6,9,1,-1.520999999999999
6,4,0,6,7,0,5.860000000000001
10,4,1,6,8,3,-10.390000000000002
6,3,1,8,9,2,8.113000000000003
7,2,1,8,9,3,0.9930000000000034
6,4,0,10,8,2,11.984000000000004
6,2,0,6,6,1,-1.4429999999999996
9,2,0,10,9,0,-2.5889999999999986
8,5,2,8,7,0,2.6800000000000033
8,1,3,10,10,2,-1.116999999999994
10,3,2,10,10,2,-3.849999999999998
7,1,2,10,7,2,-1.8309999999999926
6,5,0,10,6,2,11.244000000000003
9,3,3,8,9,0,-3.3959999999999972
10,5,1,8,7,2,-6.215
10,1,3,10,10,2,-9.195000000000004
7,1,0,8,8,2,-2.5069999999999943
8,3,0,9,6,1,-2.830999999999996
6,2,0,6,8,3,0.839
10,1,3,8,6,3,-19.072000000000006
6,3,1,8,9,0,9.139000000000003
6,4,0,6,7,2,4.834000000000001
10,3,0,7,7,1,-12.002999999999998
6,5,1,9,6,2,9.661000000000003
6,4,0,9,7,0,9.982000000000003
7,2,2,10,10,1,6.212000000000005
7,5,1,7,10,3,8.977000000000004
7,1,3,9,6,0,-4.041999999999993
8,2,2,8,8,1,-3.8829999999999973
7,1,2,10,6,3,-3.9979999999999927
10,5,1,9,10,0,1.1470000000000002
6,2,0,6,6,0,-0.9299999999999997
7,3,1,9,9,3,4.935000000000006
9,4,2,6,6,3,-9.868
6,5,3,9,10,2,15.859000000000002
10,1,0,7,10,1,-12.177000000000001
6,3,0,7,9,0,7.974000000000002
7,1,2,10,8,1,0.3360000000000073
9,3,2,8,9,2,-4.212999999999997
7,1,1,9,6,3,-5.162999999999993
9,2,0,10,10,2,-1.9609999999999987
6,5,0,7,10,1,14.251000000000001
10,1,3,7,9,3,-15.484000000000004
9,4,3,10,7,1,-1.900999999999998
7,4,0,9,6,1,3.7760000000000034
8,5,2,7,9,1,4.101000000000003
6,4,1,8,6,2,5.719000000000003
7,2,1,9,8,0,2.252000000000004
9,5,0,8,9,1,1.854000000000001
9,1,2,7,8,3,-12.889999999999999
9,2,1,7,8,3,-10.112999999999998
10,3,3,7,7,1,-12.63
7,2,3,9,10,0,5.142000000000005
6,2,0,10,10,0,11.182000000000002
6,3,3,8,8,0,7.067000000000004
9,5,3,7,7,0,-2.9419999999999984
10,4,0,10,6,1,-6.9670000000000005
7,5,3,6,9,3,5.531000000000004
10,3,2,8,6,0,-12.187999999999999
7,1,1,6,6,1,-8.258999999999995
9,5,0,10,10,0,6.769000000000002
6,2,2,10,10,0,10.764000000000003
9,4,1,7,9,3,-3.3230000000000026
10,5,1,9,8,1,-2.6739999999999995
8,4,0,9,6,2,-0.7759999999999982
9,3,3,9,6,1,-7.496999999999995
7,2,3,8,8,2,-0.5659999999999956
10,3,2,10,8,3,-7.670999999999998
10,1,2,10,9,2,-10.64
9,5,2,9,10,1,4.464000000000002
9,3,2,6,8,1,-8.101999999999999
7,4,3,10,9,0,9.998000000000005
10,2,0,6,10,3,-12.008999999999999
6,1,0,9,8,2,2.906000000000004
7,3,0,6,7,2,-1.7729999999999964
9,2,0,8,9,1,-5.85
8,4,1,8,8,3,0.4360000000000013
8,1,1,9,7,3,-7.5479999999999965
6,2,0,8,8,1,4.613000000000001
6,5,1,9,10,0,17.303000000000004
9,4,1,9,7,1,-2.8569999999999993
8,3,3,6,10,0,-0.45099999999999696
10,2,3,8,8,1,-12.17
10,4,3,9,8,1,-5.659999999999998
6,1,0,7,6,2,-3.149999999999997
9,1,1,6,10,1,-9.721000000000005
7,4,2,10,7,1,6.386000000000005
9,3,3,8,8,0,-5.049999999999997
10,5,1,10,9,1,0.35400000000000087
9,2,1,8,8,3,-8.738999999999999
9,2,1,8,6,2,-11.533999999999999
6,2,3,6,10,0,5.059000000000001
6,1,2,10,10,3,6.657000000000005
9,2,0,6,9,2,-9.111
6,1,3,10,7,1,2.512000000000006
6,4,3,6,6,0,3.5790000000000006
6,2,0,9,9,1,7.641000000000002
10,5,2,7,8,1,-5.631000000000002
9,3,0,6,8,0,-7.170999999999999
7,3,3,6,7,1,-1.8869999999999951
10,3,1,8,9,3,-8.556000000000003
8,2,3,8,9,3,-3.4639999999999973
7,5,2,8,10,2,10.655000000000005
7,4,0,7,7,0,3.195000000000002
8,2,0,6,8,2,-6.725999999999999
9,3,0,8,8,3,-5.961999999999998
6,3,2,9,6,0,5.342000000000004
7,1,1,6,8,0,-4.437999999999995
8,4,2,6,6,1,-4.802999999999999
9,3,0,6,8,2,-8.197
9,1,0,6,6,3,-17.154000000000003
7,1,1,8,10,1,1.1050000000000058
7,2,0,8,8,0,1.0870000000000033
7,2,2,8,8,1,0.15600000000000402
10,5,0,8,10,2,-1.0440000000000007
6,4,1,8,9,0,11.707000000000003
7,3,1,7,10,0,5.380000000000004
10,3,0,9,10,2,-4.806000000000001
9,3,2,9,7,2,-6.1469999999999985
6,5,2,7,6,1,7.217000000000002
9,2,1,10,9,2,-3.823999999999998
8,2,3,7,9,0,-3.298999999999996
10,1,1,6,8,1,-17.06800000000001
6,3,2,8,7,0,5.622000000000003
7,4,2,6,8,0,3.057000000000002
7,3,0,7,8,3,0.742000000000004
8,3,3,10,6,2,-2.596999999999994
9,1,0,9,7,2,-10.865000000000002
7,5,3,7,9,0,8.444000000000004
6,4,0,10,9,0,14.664000000000003
8,4,1,7,6,1,-3.219999999999999
6,3,3,6,10,1,7.1140000000000025
9,5,3,7,9,2,-0.6599999999999986
9,5,1,6,8,0,-2.2439999999999998
6,5,2,8,7,1,10.245000000000003
7,4,1,8,6,3,1.167000000000003
10,1,0,10,10,1,-8.055000000000001
9,1,3,9,7,1,-10.979000000000005
7,4,3,9,6,3,2.123000000000004
6,4,3,6,10,1,9.682
9,2,3,6,9,0,-8.712
7,2,1,6,10,0,1.4380000000000024
9,4,0,10,8,2,-0.13299999999999934
9,1,3,7,8,0,-11.560000000000002
9,4,0,6,7,3,-7.796000000000001
7,3,1,9,8,2,3.794000000000006
6,1,2,7,7,1,-1.4009999999999962
7,1,3,7,8,0,-3.481999999999992
9,5,2,10,10,2,5.325000000000003
9,5,3,6,7,1,-4.828999999999999
6,3,3,9,6,3,3.5940000000000043
7,5,1,9,10,0,13.264000000000005
7,4,1,7,9,2,5.2680000000000025
10,4,2,10,7,0,-5.218
8,4,2,10,7,2,1.834000000000003
6,3,3,8,7,0,5.413000000000004
9,1,1,6,6,3,-17.363000000000007
8,2,3,7,8,2,-5.978999999999996
6,5,1,6,7,3,6.6800000000000015
9,4,3,8,8,1,-2.994999999999999
10,4,0,10,10,1,-0.351000000000001
8,1,1,9,10,2,-2.072999999999997
9,1,0,8,8,0,-9.559000000000001
7,5,0,7,8,1,6.9040000000000035
9,5,2,9,7,1,-0.49799999999999767
7,2,2,7,6,2,-5.038999999999996
7,2,3,6,10,0,1.0200000000000031
7,3,1,10,10,3,7.963000000000006
7,4,2,10,7,3,5.360000000000005
9,5,3,7,8,2,-2.3139999999999983
10,5,2,7,9,3,-5.003000000000002
10,1,0,10,6,3,-15.697000000000001
6,2,3,9,9,3,5.988000000000003
7,1,0,10,8,3,-0.2719999999999936
7,1,3,10,6,3,-4.206999999999992
8,4,1,6,7,3,-3.9659999999999997
10,5,2,6,9,0,-4.838000000000001
7,1,3,6,9,3,-4.740999999999994
6,2,0,10,8,1,7.361000000000002
7,3,1,6,8,3,-0.8409999999999962
10,1,0,10,10,0,-7.542000000000002
9,5,0,7,9,1,0.4800000000000003
6,2,2,6,9,2,2.588000000000001
9,2,0,10,7,2,-6.922999999999998
7,3,3,9,10,3,6.1710000000000065
10,2,1,9,8,1,-10.378000000000002
8,1,2,8,8,2,-6.963999999999995
7,5,1,9,6,3,5.109000000000005
6,2,2,8,6,2,0.3740000000000021
7,2,0,6,8,3,-3.199999999999998
8,2,0,7,6,0,-7.634
7,1,0,9,6,2,-4.440999999999994
10,3,0,6,10,1,-8.415000000000001
6,3,0,9,7,1,6.901000000000003
7,5,2,9,7,2,7.0670000000000055
6,4,2,6,9,3,7.211000000000002
7,4,0,7,6,1,1.0280000000000022
10,2,0,7,7,3,-15.596999999999996
9,1,3,8,6,2,-14.520000000000003
9,3,1,9,9,3,-3.142999999999996
10,1,3,8,7,3,-17.418000000000006
7,4,3,9,7,0,5.316000000000004
8,4,3,6,10,3,0.5780000000000007
6,5,3,10,10,1,17.746
9,1,1,9,9,0,-6.7400000000000055
10,5,1,10,7,2,-3.4669999999999987
7,3,2,7,8,1,1.350000000000005
10,2,2,7,6,3,-17.668999999999997
9,3,2,8,10,3,-3.071999999999998
8,1,1,9,9,0,-2.700999999999997
9,2,0,7,9,2,-7.737000000000002
8,5,1,9,6,1,2.0960000000000036
10,3,0,9,7,2,-9.768
9,4,1,9,6,1,-4.510999999999999
9,1,3,8,10,0,-6.878000000000004
7,5,1,10,9,3,11.445000000000006
8,3,3,9,6,2,-3.9709999999999948
10,3,3,8,9,3,-8.974000000000002
10,3,2,7,10,2,-7.971999999999998
7,5,2,10,10,1,13.916000000000006
8,2,0,8,8,3,-4.490999999999998
7,3,0,6,6,2,-3.426999999999996
10,2,1,7,8,1,-13.126
7,2,3,9,10,2,4.116000000000005
10,2,0,8,8,0,-11.029999999999998
6,5,3,6,9,0,11.109
6,1,1,10,9,1,6.238000000000005
10,1,0,7,7,0,-16.626
7,4,3,7,8,2,3.1960000000000033
9,3,3,9,7,0,-5.329999999999995
9,1,1,10,10,1,-4.225000000000003
7,3,3,8,10,1,5.823000000000006
7,2,1,9,8,1,1.7390000000000043
6,5,0,7,8,2,10.430000000000001
9,4,2,10,10,3,2.244000000000001
6,2,2,7,7,1,1.1670000000000016
6,3,2,8,6,2,2.9420000000000037
8,5,2,10,10,3,8.851000000000004
6,3,1,9,9,0,10.513000000000003
9,1,0,7,8,0,-10.933
6,5,1,7,7,2,8.567000000000002
8,5,0,9,9,1,7.267000000000003
9,3,2,8,6,0,-8.148999999999997
7,3,2,10,8,1,5.472000000000007
9,2,1,6,10,2,-7.666
10,4,1,7,8,1,-7.990000000000004
7,2,2,10,10,1,6.212000000000005
9,2,0,6,9,2,-9.111
7,3,3,10,6,0,2.468000000000007
8,1,0,7,10,0,-3.5859999999999985
6,2,3,9,7,3,2.680000000000003
9,2,2,10,6,2,-8.994999999999997
9,5,0,9,7,2,-0.5929999999999984
9,2,2,9,7,3,-9.227999999999996
9,1,2,6,8,2,-13.751000000000001
9,4,1,9,9,2,-0.06199999999999961
6,3,1,9,9,1,10.000000000000004
9,3,2,7,10,0,-2.9069999999999965
9,3,2,8,10,1,-2.0459999999999976
10,5,3,7,8,2,-6.352999999999998
9,1,2,8,10,2,-7.695
6,3,3,6,8,3,2.7800000000000025
9,5,0,6,8,1,-2.548
9,3,3,7,10,1,-3.6289999999999996
6,2,0,7,8,0,3.7520000000000007
9,2,2,8,9,2,-6.780999999999999
10,4,1,8,10,2,-3.8210000000000015
9,3,2,8,8,0,-4.8409999999999975
7,1,0,7,7,0,-4.508999999999997
8,2,3,8,10,2,-1.2969999999999973
9,3,1,9,8,3,-4.796999999999995
7,3,0,8,9,0,5.309000000000005
8,3,1,8,8,1,-1.1059999999999963
7,2,0,6,6,0,-4.968999999999998
10,5,1,10,9,3,-0.6719999999999993
8,4,2,10,10,2,6.796000000000003
6,3,1,6,6,3,-0.1099999999999981
7,5,1,9,7,0,8.302000000000005
6,5,0,10,7,1,13.411000000000003
10,1,2,7,7,2,-18.07
6,4,1,6,10,0,10.613000000000001
6,2,1,7,10,1,6.338000000000001
7,1,0,10,10,1,4.0620000000000065
8,2,3,7,9,1,-3.811999999999996
9,2,2,8,10,1,-4.613999999999999
8,1,0,8,9,0,-3.865999999999996
9,2,1,9,9,0,-4.172000000000001
6,2,0,6,9,0,4.032
8,2,1,9,7,2,-4.466999999999997
8,2,3,10,6,3,-5.6779999999999955
6,3,3,7,9,2,6.321000000000003
7,2,2,9,7,2,-0.6369999999999953
7,4,2,6,9,0,4.711000000000002
10,3,0,9,9,2,-6.460000000000001
7,5,1,8,7,3,5.389000000000005
8,4,1,6,9,1,0.3680000000000002
10,3,1,7,7,3,-13.238000000000001
6,5,2,10,6,3,10.313000000000004
10,5,3,6,9,1,-5.5600000000000005
7,5,0,9,10,0,13.473000000000004
7,2,1,7,9,2,0.132000000000003
7,3,0,9,6,3,0.18200000000000527
10,4,1,7,6,1,-11.298000000000004
6,1,0,8,7,3,-0.6349999999999967
7,2,1,7,6,1,-4.316999999999997
8,1,0,10,8,3,-4.310999999999995
8,3,0,8,7,2,-3.0639999999999965
8,5,3,10,8,2,5.847000000000005
8,1,2,7,9,0,-5.657999999999998
10,3,3,10,6,1,-10.162
9,3,1,10,10,2,0.398000000000003
9,2,0,9,10,0,-2.3089999999999975
9,3,3,7,6,3,-11.270999999999999
8,4,1,9,8,0,3.349000000000002
10,3,0,9,6,0,-10.396
7,2,0,9,6,2,-1.872999999999996
7,5,1,7,7,0,5.554000000000004
8,5,1,9,10,2,8.199000000000003
7,4,2,9,9,3,7.294000000000004
8,5,3,9,10,1,8.294000000000004
9,4,3,8,10,1,0.3130000000000005
7,5,3,6,9,0,7.070000000000004
8,5,0,9,9,3,6.241000000000003
6,4,2,7,9,0,10.124000000000002
6,1,1,8,7,0,0.6950000000000038
9,4,3,10,7,1,-1.900999999999998
8,1,2,9,6,2,-8.897999999999993
9,3,0,10,7,1,-3.841999999999997
6,3,1,7,8,2,5.085000000000003
10,4,3,9,6,3,-9.993999999999998
7,2,1,8,9,3,0.9930000000000034
9,4,3,7,9,1,-2.7150000000000016
8,1,2,8,8,2,-6.963999999999995
6,5,3,8,8,1,11.690000000000001
9,3,1,6,7,1,-9.546999999999999
6,5,0,10,8,0,15.578000000000003
10,1,1,8,8,3,-15.346000000000005
7,5,3,7,8,2,5.764000000000005
6,3,1,7,7,3,2.9180000000000024
10,1,2,9,7,0,-14.296000000000003
6,3,0,6,9,2,5.574000000000002
8,1,3,8,9,0,-4.492999999999995
10,5,2,8,10,2,-1.462
8,4,2,6,7,0,-2.6359999999999992
9,5,3,8,9,2,0.714000000000002
7,4,1,10,6,1,4.941000000000004
8,3,2,10,7,0,0.29200000000000514
10,5,1,10,7,3,-3.979999999999999
9,3,2,6,10,0,-4.280999999999999
9,4,0,6,10,3,-2.834000000000002
9,5,2,10,7,1,0.8760000000000029
6,2,1,9,6,3,1.4440000000000022
7,1,3,10,6,1,-3.180999999999992
8,5,3,9,10,0,8.807000000000004
7,5,1,10,8,0,11.330000000000005
8,4,3,6,9,2,-0.5629999999999991
6,5,1,7,10,1,14.042000000000002
7,5,2,6,10,3,7.394000000000004
10,5,1,9,9,1,-1.0199999999999996
8,2,3,9,10,1,0.5900000000000033
6,1,3,6,6,1,-4.637999999999996
7,1,1,8,10,2,0.5920000000000056
9,4,3,6,8,1,-5.743
9,2,1,9,6,1,-9.647
6,2,0,9,10,1,9.295000000000002
10,2,0,8,10,1,-8.234999999999998
9,2,3,9,6,3,-11.091
6,5,3,9,10,2,15.859000000000002
10,4,3,9,10,2,-2.8649999999999984
7,4,3,9,8,1,6.457000000000004
10,4,2,6,10,0,-5.7520000000000024
9,5,2,7,10,1,1.716000000000001
6,2,0,8,10,3,6.895000000000001
10,1,3,7,6,0,-18.907000000000004
6,2,0,7,7,1,1.5850000000000009
9,2,2,8,7,2,-10.088999999999999
10,1,3,7,10,3,-13.830000000000004
8,5,1,9,7,0,4.2630000000000035
10,3,1,9,10,1,-4.502000000000004
6,5,2,7,9,3,11.153000000000002
7,2,2,6,7,3,-5.271999999999997
6,2,2,10,10,2,9.738000000000003
10,4,0,10,7,2,-5.8260000000000005
10,5,3,10,10,2,1.0770000000000015
10,3,1,9,7,3,-10.490000000000004
7,5,0,8,8,3,7.252000000000004
10,1,1,8,7,1,-15.974000000000006
10,1,0,8,7,2,-16.278000000000002
7,5,1,10,7,2,8.650000000000006
8,3,1,6,6,2,-7.674999999999997
9,4,0,7,7,3,-6.421999999999999
9,1,0,10,10,0,-3.503
8,3,1,6,8,3,-4.879999999999997
6,2,1,6,10,1,4.964
9,4,1,9,9,0,0.9640000000000004
8,2,2,8,6,2,-7.703999999999997
10,1,1,8,6,2,-18.141000000000005
6,3,3,6,9,3,4.434000000000003
8,1,2,6,6,2,-13.019999999999996
8,2,0,6,9,0,-4.045999999999999
9,3,3,6,8,1,-8.310999999999998
7,5,3,6,6,2,1.082000000000004
6,4,1,6,9,2,7.933000000000002
6,5,1,10,10,3,17.138
6,3,2,8,9,0,8.930000000000003
8,4,1,8,7,0,0.3210000000000015
8,3,0,9,7,1,-1.176999999999996
10,4,2,9,9,3,-4.823000000000002
7,2,2,7,10,1,2.0900000000000034
8,3,1,6,9,2,-2.7129999999999974
10,5,2,10,8,3,-2.534999999999999
7,1,1,9,7,3,-3.5089999999999937
10,1,2,8,9,1,-12.875000000000002
10,5,1,9,9,1,-1.0199999999999996
6,2,0,9,8,1,5.987000000000002
7,1,2,10,7,3,-2.3439999999999928
6,3,0,6,8,3,3.4070000000000014
10,3,1,7,8,1,-10.558000000000002
8,1,2,10,9,0,-1.5359999999999943
9,2,3,6,8,3,-11.905
10,1,0,7,10,0,-11.664000000000001
6,5,3,7,9,1,11.97
9,5,3,6,6,3,-7.508999999999999
10,1,1,6,8,3,-18.09400000000001
6,1,0,10,10,0,8.614000000000004
8,3,2,10,9,3,2.061000000000005
7,4,2,7,6,1,0.6100000000000029
6,2,3,10,6,3,2.4000000000000035
7,1,3,6,8,3,-6.394999999999994
8,2,1,9,10,3,-0.017999999999997573
9,4,3,6,9,1,-4.089
6,5,2,9,9,2,14.414000000000003
9,3,2,8,8,1,-5.353999999999997
9,5,0,8,10,3,2.4820000000000007
7,2,1,7,9,3,-0.3809999999999971
6,3,0,6,8,3,3.4070000000000014
10,1,1,7,8,1,-15.694000000000004
8,5,2,6,8,3,0.04700000000000193
6,4,3,6,8,0,6.8870000000000005
7,2,1,6,7,3,-5.062999999999997
8,1,3,7,10,1,-4.725999999999994
6,2,0,10,8,2,6.8480000000000025
7,2,3,6,9,3,-2.172999999999997
